Timestamp,sht_motor[0].measure.speed_rpm,Timestamp,sht_motor[0].measure.real_current,Timestamp,sht_controller[0].pid_speed.Output,Timestamp,ref_rpm_1,
17197,0,17197,0,17197,3.8741e-34,17197,0,
88329,0,88329,0,88329,3.8741e-34,88329,0,
175587,0,175587,0,175587,3.8741e-34,175587,0,
247822,0,247822,0,247822,3.8741e-34,247822,0,
306008,0,306008,0,306008,3.8741e-34,306008,0,
364349,0,364349,0,364349,3.8741e-34,364349,0,
424445,0,424445,0,424445,3.8741e-34,424445,0,
483707,0,483707,0,483707,3.8741e-34,483707,0,
554875,0,554875,0,554875,3.8741e-34,554875,0,
615318,0,615318,0,615318,3.8741e-34,615318,0,
1038415,0,1038415,-95,1038415,0,1038415,6000,
1172847,0,1172847,12,1172847,0,1172847,6000,
1220400,0,1220400,-43,1220400,0,1220400,6000,
1289878,0,1289878,-39,1289878,0,1289878,6000,
1359782,0,1359782,18,1359782,0,1359782,6000,
1417881,0,1417881,-40,1417881,0,1417881,6000,
1483141,0,1483141,-37,1483141,0,1483141,6000,
1550005,0,1550005,18,1550005,0,1550005,6000,
1602441,0,1602441,19,1602441,0,1602441,6000,
1670438,0,1670438,12,1670438,0,1670438,6000,
1720636,0,1720636,-45,1720636,0,1720636,6000,
1775963,0,1775963,-37,1775963,0,1775963,6000,
1831351,0,1831351,-33,1831351,0,1831351,6000,
1892314,0,1892314,-44,1892314,0,1892314,6000,
1943537,0,1943537,12,1943537,0,1943537,6000,
2002672,0,2002672,11,2002672,0,2002672,6000,
2071999,0,2071999,17,2071999,0,2071999,6000,
2128755,0,2128755,-43,2128755,0,2128755,6000,
2192128,0,2192128,-44,2192128,0,2192128,6000,
2246587,0,2246587,12,2246587,0,2246587,6000,
2308041,0,2308041,18,2308041,0,2308041,6000,
2361924,0,2361924,-43,2361924,0,2361924,6000,
2423925,0,2423925,18,2423925,0,2423925,6000,
2490183,0,2490183,18,2490183,0,2490183,6000,
2558941,0,2558941,-43,2558941,0,2558941,6000,
2610853,0,2610853,23,2610853,0,2610853,6000,
2676589,0,2676589,19,2676589,0,2676589,6000,
2729788,0,2729788,18,2729788,0,2729788,6000,
2777804,0,2777804,11,2777804,0,2777804,6000,
2846392,0,2846392,-37,2846392,0,2846392,6000,
2909461,0,2909461,-44,2909461,0,2909461,6000,
2976182,0,2976182,70,2976182,0,2976182,6000,
3033860,0,3033860,12,3033860,0,3033860,6000,
3094758,0,3094758,7,3094758,0,3094758,6000,
3184009,0,3184009,-217,3184009,0,3184009,6000,
3255457,0,3255457,12,3255457,0,3255457,6000,
3310266,0,3310266,11,3310266,0,3310266,6000,
3371804,0,3371804,75,3371804,0,3371804,6000,
3454086,0,3454086,-38,3454086,0,3454086,6000,
3526090,0,3526090,18,3526090,0,3526090,6000,
3593878,0,3593878,25,3593878,0,3593878,6000,
3650462,0,3650462,-38,3650462,0,3650462,6000,
3719397,0,3719397,17,3719397,0,3719397,6000,
3773078,0,3773078,18,3773078,0,3773078,6000,
3837519,0,3837519,10,3837519,0,3837519,6000,
3900830,0,3900830,24,3900830,0,3900830,6000,
3969251,0,3969251,18,3969251,0,3969251,6000,
4025376,0,4025376,-37,4025376,0,4025376,6000,
4098223,0,4098223,-45,4098223,0,4098223,6000,
4164104,0,4164104,-43,4164104,0,4164104,6000,
4231532,0,4231532,-43,4231532,0,4231532,6000,
4283454,0,4283454,18,4283454,0,4283454,6000,
4333846,0,4333846,18,4333846,0,4333846,6000,
4389151,0,4389151,12,4389151,0,4389151,6000,
4448351,0,4448351,12,4448351,0,4448351,6000,
4511653,0,4511653,18,4511653,0,4511653,6000,
4588000,0,4588000,-38,4588000,0,4588000,6000,
4643632,0,4643632,-5,4643632,0,4643632,6000,
4710992,0,4710992,12,4710992,0,4710992,6000,
4760884,0,4760884,-37,4760884,0,4760884,6000,
4840979,0,4840979,18,4840979,0,4840979,6000,
4898377,0,4898377,70,4898377,0,4898377,6000,
4959645,0,4959645,18,4959645,0,4959645,6000,
5029172,0,5029172,-44,5029172,0,5029172,6000,
5086138,0,5086138,-43,5086138,0,5086138,6000,
5148600,0,5148600,18,5148600,0,5148600,6000,
5213336,0,5213336,17,5213336,0,5213336,6000,
5265193,0,5265193,23,5265193,0,5265193,6000,
5322530,0,5322530,13,5322530,0,5322530,6000,
5387103,0,5387103,-37,5387103,0,5387103,6000,
5446800,0,5446800,12,5446800,0,5446800,6000,
5502836,0,5502836,13,5502836,0,5502836,6000,
5564658,0,5564658,18,5564658,0,5564658,6000,
5615379,0,5615379,-38,5615379,0,5615379,6000,
5676791,0,5676791,-37,5676791,0,5676791,6000,
5749823,0,5749823,-37,5749823,0,5749823,6000,
5805245,0,5805245,18,5805245,0,5805245,6000,
5869834,0,5869834,19,5869834,0,5869834,6000,
5925140,0,5925140,70,5925140,0,5925140,6000,
6029871,0,6029871,19,6029871,0,6029871,6000,
6090369,0,6090369,12,6090369,0,6090369,6000,
6144085,0,6144085,11,6144085,0,6144085,6000,
6206038,0,6206038,-50,6206038,0,6206038,6000,
6264038,0,6264038,12,6264038,0,6264038,6000,
6332017,0,6332017,18,6332017,0,6332017,6000,
6398868,0,6398868,13,6398868,0,6398868,6000,
6457039,0,6457039,18,6457039,0,6457039,6000,
6518134,0,6518134,18,6518134,0,6518134,6000,
6581021,0,6581021,12,6581021,0,6581021,6000,
6652559,0,6652559,18,6652559,0,6652559,6000,
6734595,0,6734595,-38,6734595,0,6734595,6000,
6809547,0,6809547,18,6809547,0,6809547,6000,
6854220,0,6854220,18,6854220,0,6854220,6000,
6925404,0,6925404,76,6925404,0,6925404,6000,
6987998,0,6987998,19,6987998,0,6987998,6000,
7072847,0,7072847,-38,7072847,0,7072847,6000,
7149587,0,7149587,11,7149587,0,7149587,6000,
7215041,0,7215041,76,7215041,0,7215041,6000,
7284524,0,7284524,18,7284524,0,7284524,6000,
7339546,0,7339546,18,7339546,0,7339546,6000,
7394265,0,7394265,-36,7394265,0,7394265,6000,
7455456,0,7455456,24,7455456,0,7455456,6000,
7516631,0,7516631,5,7516631,0,7516631,6000,
7596068,0,7596068,11,7596068,0,7596068,6000,
7657303,0,7657303,18,7657303,0,7657303,6000,
7714901,0,7714901,-43,7714901,0,7714901,6000,
7782983,0,7782983,-45,7782983,0,7782983,6000,
7843170,0,7843170,20,7843170,0,7843170,6000,
7908129,0,7908129,13,7908129,0,7908129,6000,
7957847,0,7957847,11,7957847,0,7957847,6000,
8012324,0,8012324,17,8012324,0,8012324,6000,
8071466,0,8071466,-97,8071466,0,8071466,6000,
8128664,0,8128664,10,8128664,0,8128664,6000,
8185481,0,8185481,-38,8185481,0,8185481,6000,
8235561,0,8235561,18,8235561,0,8235561,6000,
8294987,0,8294987,17,8294987,0,8294987,6000,
8355156,0,8355156,-37,8355156,0,8355156,6000,
8414323,0,8414323,13,8414323,0,8414323,6000,
8476412,0,8476412,12,8476412,0,8476412,6000,
8532745,0,8532745,18,8532745,0,8532745,6000,
8586115,0,8586115,-37,8586115,0,8586115,6000,
8644727,0,8644727,19,8644727,0,8644727,6000,
8721617,0,8721617,76,8721617,0,8721617,6000,
8769770,0,8769770,18,8769770,0,8769770,6000,
8832556,0,8832556,-44,8832556,0,8832556,6000,
8893214,0,8893214,-43,8893214,0,8893214,6000,
8962617,0,8962617,70,8962617,0,8962617,6000,
9019989,0,9019989,15,9019989,0,9019989,6000,
9090291,0,9090291,-38,9090291,0,9090291,6000,
9141063,0,9141063,13,9141063,0,9141063,6000,
9197675,0,9197675,-38,9197675,0,9197675,6000,
9259006,0,9259006,13,9259006,0,9259006,6000,
9321121,-2598,9321121,-14712,9321121,-30000,9321121,6000,
9382157,-6036,9382157,-3148,9382157,-27503.1,9382157,6000,
9446466,-6005,9446466,-202,9446466,-268.74,9446466,6000,
9500562,-5989,9500562,-58,9500562,-224.741,9500562,6000,
9558378,-5988,9558378,188,9558378,141.253,9558378,6000,
9617629,-6013,9617629,42,9617629,229.255,9617629,6000,
9670689,-5995,9670689,502,9670689,-304.776,9670689,6000,
9744126,-5992,9744126,166,9744126,131.326,9744126,6000,
9793613,-6002,9793613,-42,9793613,335.426,9793613,6000,
9861574,-5995,9861574,143,9861574,143.177,9861574,6000,
9943304,-6009,9943304,-146,9943304,-38.8251,9943304,6000,
9994454,-5999,9994454,233,9994454,-40.9901,9994454,6000,
10062024,-5986,10062024,103,10062024,-182.12,10062024,6000,
10139502,-5991,10139502,-541,10139502,-376.705,10139502,6000,
10206883,-5991,10206883,-441,10206883,-105.873,10206883,6000,
10268752,-5998,10268752,120,10268752,322.118,10268752,6000,
10331614,-5984,10331614,531,10331614,21.1049,10331614,6000,
10398206,-5999,10398206,-368,10398206,-9.1636,10398206,6000,
10455587,-6002,10455587,43,10455587,333.298,10455587,6000,
10513751,-6004,10513751,-26,10513751,-426.092,10513751,6000,
10579999,-5980,10579999,-430,10579999,290.962,10579999,6000,
10633636,-5993,10633636,-90,10633636,-173.611,10633636,6000,
10679800,-5994,10679800,-177,10679800,-144.192,10679800,6000,
10740809,-6000,10740809,127,10740809,-373.422,10740809,6000,
10798131,-5989,10798131,-28,10798131,-259.126,10798131,6000,
10861484,-5990,10861484,-169,10861484,579.612,10861484,6000,
10920104,-6005,10920104,-195,10920104,-57.7574,10920104,6000,
10987288,-4825,10987288,16670,10987288,-285.257,10987288,6000,
11044138,-470,11044138,14922,11044138,30000,11044138,6000,
11111905,-17,11111905,-414,11111905,-801.636,11111905,6000,
11162277,1,11162277,97,11162277,-134.62,11162277,6000,
11221360,-2,11221360,34,11221360,114.353,11221360,6000,
11280044,4,11280044,99,11280044,95.3722,11280044,6000,
11347108,-6,11347108,-25,11347108,-67.5912,11347108,6000,
11400977,0,11400977,44,11400977,70.4168,11400977,6000,
11473591,-5,11473591,-28,11473591,-116.578,11473591,6000,
11527466,-6,11527466,31,11527466,-22.5643,11527466,6000,
11599326,-2,11599326,46,11599326,93.4364,11599326,6000,
11670400,2,11670400,92,11670400,95.5101,11670400,6000,
11736619,-5,11736619,-25,11736619,0,11736619,6000,
11793749,3,11793749,94,11793749,161.464,11793749,6000,
11847543,-5,11847543,-26,11847543,-21.5257,11847543,6000,
11928051,0,11928051,105,11928051,-44.5183,11928051,6000,
11994410,-6,11994410,-26,11994410,-21.5078,11994410,6000,
12059950,2,12059950,38,12059950,141.448,12059950,6000,
12125237,-3,12125237,31,12125237,-69.4942,12125237,6000,
12188053,-5,12188053,38,12188053,70.5155,12188053,6000,
12250555,2,12250555,38,12250555,95.5188,12250555,6000,
12314610,-5,12314610,-84,12314610,-67.4703,12314610,6000,
12371156,2,12371156,97,12371156,93.5348,12371156,6000,
12433154,3,12433154,44,12433154,-44.458,12433154,6000,
12508039,-3,12508039,-92,12508039,-43.447,12508039,6000,
12571750,0,12571750,-80,12571750,70.5628,12571750,6000,
12632350,3,12632350,-20,12632350,-44.4341,12632350,6000,
12701653,-6,12701653,-25,12701653,70.5775,12701653,6000,
12757031,3,12757031,43,12757031,116.584,12757031,6000,
12820257,1,12820257,206,12820257,-67.4073,12820257,6000,
12894621,-3,12894621,-26,12894621,0,12894621,6000,
12960633,-5,12960633,31,12960633,70.6144,12960633,6000,
13036795,3,13036795,109,13036795,117.095,13036795,6000,
13083099,2,13083099,42,13083099,93.627,13083099,6000,
13163277,-3,13163277,38,13163277,-67.3629,13163277,6000,
13227805,3,13227805,103,13227805,162.004,13227805,6000,
13281893,2,13281893,99,13281893,-67.8562,13281893,6000,
13363242,1,13363242,32,13363242,93.6588,13363242,6000,
13426896,0,13426896,-79,13426896,-23.3301,13426896,6000,
13481695,-4,13481695,-31,13481695,-68.322,13481695,6000,
13534063,-8,13534063,32,13534063,162.683,13534063,6000,
13603243,0,13603243,-23,13603243,-67.3123,13603243,6000,
13655745,-4,13655745,-31,13655745,116.699,13655745,6000,
13715779,3,13715779,97,13715779,47.7011,13715779,6000,
13774574,2,13774574,31,13774574,116.712,13774574,6000,
13825316,-4,13825316,100,13825316,-43.2838,13825316,6000,
13886557,-8,13886557,-77,13886557,-115.198,13886557,6000,
13952181,3,13952181,100,13952181,49.7172,13952181,6000,
14008818,2,14008818,97,14008818,115.789,14008818,6000,
14053350,2,14053350,-28,14053350,0,14053350,6000,
14100061,-5,14100061,-26,14100061,-69.2218,14100061,6000,
14148902,0,14148902,36,14148902,162.786,14148902,6000,
14213182,2,14213182,-12,14213182,-67.2095,14213182,6000,
14274545,-3,14274545,30,14274545,-115.167,14274545,6000,
14348453,-2,14348453,32,14348453,115.812,14348453,6000,
14402309,2,14402309,103,14402309,188.747,14402309,6000,
14471440,3,14471440,102,14471440,-67.1723,14471440,6000,
14540958,0,14540958,37,14540958,0,14540958,6000,
14611853,-6,14611853,37,14611853,139.847,14611853,6000,
14667789,2,14667789,153,14667789,49.802,14667789,6000,
14731739,2,14731739,39,14731739,-67.1396,14731739,6000,
14799898,0,14799898,-16,14799898,115.873,14799898,6000,
14893859,3,14893859,508,14893859,-69.1574,14893859,6000,
14953379,-2,14953379,-20,14953379,139.887,14953379,6000,
15006634,3,15006634,91,15006634,95.8935,15006634,6000,
15068328,1,15068328,38,15068328,-21.0944,15068328,6000,
15139359,2,15139359,41,15139359,141.863,15139359,6000,
15183236,-6,15183236,37,15183236,115.943,15183236,6000,
15282721,2,15282721,40,15282721,93.9253,15282721,6000,
15339238,2,15339238,-19,15339238,-89.0625,15339238,6000,
15411327,2,15411327,31,15411327,-68.0308,15411327,6000,
15493798,0,15493798,-25,15493798,-21.0431,15493798,6000,
15563941,-6,15563941,36,15563941,187.897,15563941,6000,
15621228,-5,15621228,100,15621228,49.9282,15621228,6000,
15699728,3,15699728,99,15699728,-44.0176,15699728,6000,
15756894,-2,15756894,34,15756894,70.0109,15756894,6000,
15806896,-5,15806896,-84,15806896,-67.931,15806896,6000,
15857542,4,15857542,109,15857542,140.004,15857542,6000,
15915936,-5,15915936,-20,15915936,-20.9839,15915936,6000,
15973178,-2,15973178,-19,15973178,116.525,15973178,6000,
16034215,1,16034215,37,16034215,-66.9707,16034215,6000,
16094375,-2,16094375,-84,16094375,0,16094375,6000,
16151301,2,16151301,93,16151301,94.0406,16151301,6000,
16210675,-6,16210675,-84,16210675,-68.9481,16210675,6000,
16269656,2,16269656,38,16269656,94.0539,16269656,6000,
16324198,-5,16324198,-26,16324198,-88.9232,16324198,6000,
16393704,0,16393704,96,16393704,116.062,16393704,6000,
16452065,2,16452065,-14,16452065,144.08,16452065,6000,
16522469,-3,16522469,31,16522469,-21.9109,16522469,6000,
16579890,-6,16579890,93,16579890,163.095,16579890,6000,
16647861,-5,16647861,-15,16647861,-43.8985,16647861,6000,
16697439,-6,16697439,-26,16697439,0,16697439,6000,
16759445,3,16759445,43,16759445,94.1136,16759445,6000,
16820486,-5,16820486,-26,16820486,-66.874,16820486,6000,
16891099,-6,16891099,-84,16891099,117.137,16891099,6000,
16953140,2,16953140,-27,16953140,140.144,16953140,6000,
17014661,2,17014661,102,17014661,-43.8507,17014661,6000,
17082965,-5,17082965,-26,17082965,-66.8402,17082965,6000,
17144366,-3,17144366,96,17144366,-43.8378,17144366,6000,
17192024,-7,17192024,-26,17192024,-42.8486,17192024,6000,
17254953,2,17254953,38,17254953,140.178,17254953,6000,
17321495,-6,17321495,43,17321495,-42.8159,17321495,6000,
17378334,0,17378334,-21,17378334,117.195,17378334,6000,
17433003,-6,17433003,-32,17433003,-43.7997,17433003,6000,
17490302,-2,17490302,-25,17490302,0,17490302,6000,
17551460,4,17551460,44,17551460,48.2124,17551460,6000,
17614552,-5,17614552,37,17614552,117.224,17614552,6000,
17669697,3,17669697,94,17669697,50.2282,17669697,6000,
17740303,0,17740303,-20,17740303,96.2379,17740303,6000,
17816489,3,17816489,93,17816489,-66.7543,17816489,6000,
17876341,-4,17876341,-13,17876341,117.259,17876341,6000,
17939044,3,17939044,44,17939044,140.267,17939044,6000,
17996528,2,17996528,99,17996528,-43.7272,17996528,6000,
18071802,-5,18071802,34,18071802,71.2828,18071802,6000,
18134686,0,18134686,-13,18134686,116.653,18134686,6000,
18203716,4,18203716,46,18203716,140.3,18203716,6000,
18265903,3,18265903,40,18265903,-43.6955,18265903,6000,
18340972,-3,18340972,38,18340972,-43.1858,18340972,6000,
18395763,0,18395763,35,18395763,-88.7064,18395763,6000,
18474489,2,18474489,97,18474489,117.819,18474489,6000,
18517998,-6,18517998,-26,18517998,117.342,18517998,6000,
18578452,0,18578452,162,18578452,-66.6562,18578452,6000,
18651109,3,18651109,104,18651109,0,18651109,6000,
18704701,-6,18704701,-33,18704701,0,18704701,6000,
18765273,2,18765273,164,18765273,140.371,18765273,6000,
18825920,-7,18825920,-20,18825920,-20.6171,18825920,6000,
18883881,13,18883881,238,18883881,372.301,18883881,6000,
18938754,-5,18938754,-21,18938754,0,18938754,6000,
19000053,2,19000053,97,19000053,116.671,19000053,6000,
19059960,-5,19059960,-27,19059960,-43.6097,19059960,6000,
19126868,-3,19126868,-78,19126868,69.4054,19126868,6000,
19195258,3,19195258,32,19195258,-43.5964,19195258,6000,
19251476,-4,19251476,-18,19251476,71.4145,19251476,6000,
19308826,3,19308826,40,19308826,52.4167,19308826,6000,
19364395,-5,19364395,-1,19364395,71.4285,19364395,6000,
19426474,2,19426474,48,19426474,-43.5698,19426474,6000,
19480352,-6,19480352,-27,19480352,71.4414,19480352,6000,
19547191,1,19547191,102,19547191,50.4434,19547191,6000,
19594705,3,19594705,38,19594705,141.43,19594705,6000,
19659263,2,19659263,-19,19659263,162.486,19659263,6000,
19721712,3,19721712,89,19721712,0,19721712,6000,
19799428,-6,19799428,-25,19799428,71.4804,19799428,6000,
19847425,2,19847425,108,19847425,50.483,19847425,6000,
19917145,-5,19917145,39,19917145,-67.5049,19917145,6000,
19975795,2,19975795,106,19975795,95.4995,19975795,6000,
20026103,-3,20026103,32,20026103,-21.4911,20026103,6000,
20091351,-5,20091351,-19,20091351,69.5162,20091351,6000,
20162233,3,20162233,33,20162233,0,20162233,6000,
20223183,-4,20223183,-20,20223183,117.535,20223183,6000,
20268872,3,20268872,39,20268872,-43.463,20268872,6000,
20333356,-6,20333356,-26,20333356,71.5494,20333356,6000,
20390334,2,20390334,38,20390334,52.5925,20390334,6000,
20448562,-6,20448562,38,20448562,-43.44,20448562,6000,
20508530,2,20508530,102,20508530,-43.4383,20508530,6000,
20561080,-5,20561080,-25,20561080,117.574,20561080,6000,
20626220,2,20626220,-79,20626220,0,20626220,6000,
20697008,1,20697008,106,20697008,-66.4156,20697008,6000,
20762401,-5,20762401,-22,20762401,-114.437,20762401,6000,
20823824,3,20823824,157,20823824,140.602,20823824,6000,
20880428,-5,20880428,-77,20880428,-66.3866,20880428,6000,
20939794,-6,20939794,-13,20939794,0,20939794,6000,
21025169,1,21025169,32,21025169,71.6319,21025169,6000,
21096894,-2,21096894,-21,21096894,94.6412,21096894,6000,
21168108,3,21168108,44,21168108,95.927,21168108,6000,
21229461,0,21229461,-19,21229461,-66.3454,21229461,6000,
21286771,-4,21286771,-24,21286771,117.663,21286771,6000,
21356796,2,21356796,103,21356796,-42.6938,21356796,6000,
21425225,2,21425225,36,21425225,-66.324,21425225,6000,
21494160,-5,21494160,-25,21494160,117.688,21494160,6000,
21552529,2,21552529,156,21552529,94.6911,21552529,6000,
21614996,-6,21614996,32,21614996,0,21614996,6000,
21670084,3,21670084,-27,21670084,95.707,21670084,6000,
21734668,-6,21734668,33,21734668,-42.2816,21734668,6000,
21784310,4,21784310,-23,21784310,140.723,21784310,6000,
21850666,-5,21850666,31,21850666,-42.2482,21850666,6000,
21920574,-5,21920574,84,21920574,-20.2552,21920574,6000,
21980373,0,21980373,-29,21980373,140.75,21980373,6000,
22044524,2,22044524,40,22044524,-66.2426,22044524,6000,
22115776,0,22115776,95,22115776,-43.2338,22115776,6000,
22180207,-4,22180207,33,22180207,0,22180207,6000,
22241534,1,22241534,99,22241534,71.7799,22241534,6000,
22294817,-4,22294817,-19,22294817,116.806,22294817,6000,
22351236,2,22351236,47,22351236,95.8148,22351236,6000,
22432130,1,22432130,37,22432130,96.7596,22432130,6000,
22491019,-5,22491019,-25,22491019,-68.1821,22491019,6000,
22568354,2,22568354,47,22568354,140.825,22568354,6000,
22617979,1,22617979,94,22617979,-43.1699,22617979,6000,
22688203,-5,22688203,99,22688203,-67.1813,22688203,6000,
22756336,4,22756336,34,22756336,69.8511,22756336,6000,
22810591,-5,22810591,38,22810591,-67.1199,22810591,6000,
22866582,2,22866582,40,22866582,141.885,22866582,6000,
22917518,0,22917518,-20,22917518,-66.1266,22917518,6000,
22982615,-6,22982615,31,22982615,71.8816,22982615,6000,
23060504,-4,23060504,-26,23060504,71.8897,23060504,6000,
23126078,2,23126078,100,23126078,117.897,23126078,6000,
23197665,3,23197665,38,23197665,-43.0966,23197665,6000,
23273488,-4,23273488,27,23273488,-67.0838,23273488,6000,
23316509,3,23316509,43,23316509,-43.0806,23316509,6000,
23371614,2,23371614,98,23371614,140.928,23371614,6000,
23426562,-6,23426562,25,23426562,0,23426562,6000,
23473921,-2,23473921,90,23473921,70.9382,23473921,6000,
23553697,3,23553697,94,23553697,-66.0522,23553697,6000,
23607131,3,23607131,36,23607131,-88.54,23607131,6000,
23685163,-8,23685163,-76,23685163,117.973,23685163,6000,
23743209,0,23743209,40,23743209,-66.0266,23743209,6000,
23807027,-4,23807027,-21,23807027,117.018,23807027,6000,
23862111,0,23862111,105,23862111,-43.0093,23862111,6000,
23913675,-6,23913675,-26,23913675,-19.9974,23913675,6000,
23977405,2,23977405,38,23977405,141.005,23977405,6000,
24057345,-3,24057345,38,24057345,-42.9864,24057345,6000,
24102860,1,24102860,94,24102860,95.0201,24102860,6000,
24160130,-3,24160130,-90,24160130,-19.9701,24160130,6000,
24217611,-5,24217611,32,24217611,0,24217611,6000,
24289870,-2,24289870,32,24289870,141.047,24289870,6000,
24353962,-3,24353962,40,24353962,-42.9468,24353962,6000,
24420731,-6,24420731,-25,24420731,-66.9702,24420731,6000,
24506521,-6,24506521,-20,24506521,-65.9284,24506521,6000,
24568405,-6,24568405,32,24568405,72.0815,24568405,6000,
24631348,2,24631348,31,24631348,-67.8922,24631348,6000,
24686172,2,24686172,158,24686172,0,24686172,6000,
24779536,5,24779536,105,24779536,51.1356,24779536,6000,
24853804,3,24853804,47,24853804,0,24853804,6000,
24921299,-6,24921299,-20,24921299,-67.8276,24921299,6000,
24976284,2,24976284,30,24976284,118.129,24976284,6000,
25037477,1,25037477,102,25037477,0,25037477,6000,
25102647,2,25102647,35,25102647,142.144,25102647,6000,
25149880,3,25149880,-21,25149880,-41.8857,25149880,6000,
25219798,0,25219798,-21,25219798,72.1582,25219798,6000,
25276094,-3,25276094,34,25276094,-65.8402,25276094,6000,
25335279,3,25335279,37,25335279,-40.8197,25335279,6000,
25414885,-3,25414885,31,25414885,-88.8181,25414885,6000,
25476790,-4,25476790,40,25476790,118.189,25476790,6000,
25538174,3,25538174,44,25538174,0,25538174,6000,
25620872,2,25620872,102,25620872,117.196,25620872,6000,
25696224,1,25696224,37,25696224,0,25696224,6000,
25755631,-2,25755631,102,25755631,-65.7748,25755631,6000,
25837217,-5,25837217,-15,25837217,0,25837217,6000,
25889370,1,25889370,103,25889370,0,25889370,6000,
25962736,-3,25962736,32,25962736,-65.7471,25962736,6000,
26022697,-6,26022697,25,26022697,163.26,26022697,6000,
26076182,2,26076182,97,26076182,97.2004,26076182,6000,
26136734,-3,26136734,-24,26136734,-42.0829,26136734,6000,
26209894,-1704,26209894,-14629,26209894,-30000,26209894,6000,
26263806,-5531,26263806,-14567,26263806,-30000,26263806,6056,
26337260,-6161,26337260,-533,26337260,-316.153,26337260,6134,
26403749,-6245,26403749,-529,26403749,-73.8965,26403749,6198,
26482073,-6318,26482073,57,26482073,-216.94,26482073,6282,
26554559,-6367,26554559,-559,26554559,-413.858,26554559,6347,
26612642,-6425,26612642,-371,26612642,-147.979,26612642,6400,
26674506,-6506,26674506,-319,26674506,-279.069,26674506,6471,
26740852,-6557,26740852,-131,26740852,-526.47,26740852,6527,
26793426,-6597,26793426,-404,26793426,-442.224,26793426,6584,
26882445,-6722,26882445,-74,26882445,-330.437,26882445,6681,
26959502,-6788,26959502,-837,26959502,-212.456,26959502,6752,
27027797,-6852,27027797,-599,27027797,-379.688,27027797,6817,
27089515,-6897,27089515,-50,27089515,-266.565,27089515,6881,
27161981,-6984,27161981,-197,27161981,23.3397,27161981,6949,
27231891,-7059,27231891,106,27231891,-274.85,27231891,7020,
27291377,-7124,27291377,-514,27291377,-79.1257,27291377,7091,
27368462,-7180,27368462,-442,27368462,-463.923,27368462,7162,
27434996,-7264,27434996,-105,27434996,-798.013,27434996,7226,
27492780,-7343,27492780,-165,27492780,-667.005,27492780,7286,
27574937,-7405,27574937,-231,27574937,-710.346,27574937,7371,
27641920,-7451,27641920,-560,27641920,-172.623,27641920,7437,
27702271,-7550,27702271,66,27702271,17.663,27702271,7502,
27784347,-7614,27784347,64,27784347,-487.445,27784347,7581,
27855032,-7666,27855032,-369,27855032,-158.517,27855032,7648,
27921500,-7746,27921500,-310,27921500,124.348,27921500,7713,
27990874,-7817,27990874,-422,27990874,-504.624,27990874,7775,
28040011,-7870,28040011,-772,28040011,-14.086,28040011,7843,
28112971,-7935,28112971,-439,28112971,-667.847,28112971,7900,
28166757,-7984,28166757,98,28166757,-530.919,28166757,7961,
28227969,-8040,28227969,-447,28227969,-466.992,28227969,8022,
28290681,-8119,28290681,-228,28290681,-571.732,28290681,8087,
28365184,-8168,28365184,-436,28365184,-386.07,28365184,8149,
28409474,-8249,28409474,-248,28409474,-481.146,28409474,8206,
28473188,-8316,28473188,319,28473188,-188.305,28473188,8274,
28557830,-8376,28557830,210,28557830,-185.569,28557830,8350,
28627517,-8460,28627517,-168,28627517,-425.205,28627517,8424,
28694869,-8518,28694869,425,28694869,-400.182,28694869,8486,
28754210,-8588,28754210,331,28754210,-425.383,28754210,8549,
28835233,-8647,28835233,86,28835233,-254.478,28835233,8619,
28892725,-8703,28892725,-808,28892725,-276.896,28892725,8694,
28950552,-8778,28950552,263,28950552,-283.099,28950552,8746,
29023022,-8854,29023022,-204,29023022,-659.857,29023022,8817,
29119187,-6530,29119187,13833,29119187,30000,29119187,6007,
